"review","rating","sentiment","review_processed","document_no","dominant_topic","Label","topic_perc_contrib","keywords","Text"
Barang Lama nyampainya...Pembeli tidak di beri Pilihan Expedisi...pilihan Expedisi Dari Lazada blom ada Perwakilan terdekat dengan Alamat Kami..Cek Resi ngga jelas barang sudah nyampai mana...cuma pindah dari Gudang Logistik ke Gudang yang lain tanpa di sertai nama kota/tempat expedisi,3,1,barang nyampainya beli pilih expedisi pilih expedisi blom wakil alamat cek resi barang nyampai pindah gudang logistik gudang nama kota expedisi,626,0,,0.5045,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['barang', 'nyampainya', 'beli', 'pilih', 'expedisi', 'pilih', 'expedisi', 'belum', 'wakil', 'alamat', 'cek', 'resi', 'barang', 'nyampai', 'pindah', 'gudang', 'logistik', 'gudang', 'nama', 'kota', 'expedisi']"
JGN IKLAN MULU AJG,1,0,jgn iklan mulu,37,0,,0.5044,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['jangan', 'iklan', 'melulu']"
mungkin karena saya belum terbiasa.... masih bingung pakai aplikasinya...,3,1,bingung pakai aplikasi,741,0,,0.5043,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['bingung', 'pakai', 'aplikasi']"
"Bisa bayar dirumah ga,klw saya mah orangnya jujur,saya ga mau klw transfer transfer saya takut penipuan,jadi barang sampai uang pun jadi,saya butuh sekali barang-barang yang berhubungan dengan BTS",3,1,bayar rumah jujur transfer transfer takut tipu barang uang butuh barang barang hubung,719,0,,0.5033,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['bayar', 'rumah', 'jujur', 'transfer', 'transfer', 'takut', 'tipu', 'barang', 'uang', 'butuh', 'barang', 'barang', 'hubung']"
"Fitur chat nya misah dengan pesanan barang,aneh sekali,toko ny aja gatau kalo ada barang yg sudah dibayar pembeli",1,0,fitur chat misah pesan barang aneh toko ny barang bayar beli,390,0,,0.4998,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['fitur', 'chat', 'misah', 'pesan', 'barang', 'aneh', 'toko', 'ny', 'barang', 'bayar', 'beli']"
"Kecewa besarrr!!!!!! Saya pelanggan pertama kali belanja di jd.id .Bukannya seneng eh malahhh server eror,masa mau belanja ini sistem bilang ""silahkan coba lagi"" padahal pelanggan yang lain bisa knp saya gk bisa!!!!!!!!.Alhasil gk ada yang bisa dibeli.Tolong diperbaiki sistemnya,klo gk dibenerin saya kapok belanja di jd.id!!",1,0,besarrr langgan belanja neng malahhh server eror belanja sistem bilang silah langgan alhasil beli tolong sistem dibenerin kapok belanja,152,0,,0.4989,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['besarrr', 'langgan', 'belanja', 'neng', 'malahhh', 'server', 'eror', 'belanja', 'sistem', 'bilang', 'silah', 'langgan', 'alhasil', 'beli', 'tolong', 'sistem', 'dibenerin', 'kapok', 'belanja']"
"kecewa udah cpek"" bayar di alfamart eeeh tb"" pesanan di tolak sistem,kan dak jls",1,0,cpek bayar eeeh tb pesan tolak sistem dak jls,13,0,,0.4985,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['cpek', 'bayar', 'eeeh', 'tb', 'pesan', 'tolak', 'sistem', 'dak', 'jls']"
Mudah aksesnya. Terima kasih Lazada.,2,0,mudah akses,330,2,2,0.731,"bantu, sukses, butuh, mudah, beli, selalu, maju, rumah, jaya, lancar","['mudah', 'akses']"
"Nyesel update, tetap saja tidak bisa menggantikan nomor hp yg sudah tidak terpkai/ingin menggunakan nomor baru, akun saya akun lama pernh bertransaksi juga, sudah tanya ke cs tetap tidak bisa, kalian yg bikin aplikasi/mengelola tapi hal untuk menggantikan nomor saja tidak bisa, mohon TIM ITnya di sekolahkan lagi.",1,0,update ganti nomor hp terpkai nomor akun akun pernh transaksi cs bikin aplikasi kelola ganti nomor tim itnya sekolah,188,0,,0.4984,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['update', 'ganti', 'nomor', 'handphone', 'terpkai', 'nomor', 'akun', 'akun', 'pernh', 'transaksi', 'customer service', 'bikin', 'aplikasi', 'kelola', 'ganti', 'nomor', 'tim', 'itnya', 'sekolah']"
Habis di instal kok server eror terus.,3,1,habis instal server eror,468,0,,0.4972,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['habis', 'install', 'server', 'eror']"
Saya suka saya sudah beli banyak barang di shoppe dan bagus bagus semua harus download,5,2,beli barang shoppe download,799,0,,0.4961,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['beli', 'barang', 'shoppe', 'unduh']"
Aku kasi bintang 1 dulu. Jadi tu sinyalku bagus tapi tu malah muter terus?? ya alhasil aku jadi sush deh kalo mau beli di shoppe??,1,0,kasi bintang tu sinyal tu muter alhasil sush beli shoppe,290,0,,0.4956,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['kasi', 'bintang', 'tu', 'sinyal', 'tu', 'muter', 'alhasil', 'sush', 'beli', 'shoppe']"
"Laen kali,kalo bikin acara di TELEVISI INDONESIA,trus benturan sama timnas INDONESIA,lu ngalah dong,ini negara lu yang maen,lu lahir disini,jangan orang luar trus yang lu bangga banggain,MANA RASA NASIONALIS LU?! SALAM SATU BANGSA!",1,0,laen bikin acara televisi indonesia bentur timnas indonesia ngalah negara maen lahir bangga banggain nasionalis bangsa,203,0,,0.4955,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['laen', 'bikin', 'acara', 'televisi', 'indonesia', 'bentur', 'timnas', 'indonesia', 'ngalah', 'negara', 'main', 'lahir', 'bangga', 'banggain', 'nasionalis', 'bangsa']"
"tiap ngasih promo bayar tagihan kaya yg g niat, pas jam nya transaksi selalu terjadi ksalahan terus... capcay dahhhhh coba klo g pake promo, lanjar zayaaaaaa...",1,0,ngasih promo bayar tagih kaya niat pas jam transaksi ksalahan capcay dahhhhh pake promo lanjar zayaaaaaa,281,0,,0.4919,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['beri', 'promo', 'bayar', 'tagih', 'kaya', 'niat', 'pas', 'jam', 'transaksi', 'ksalahan', 'capcay', 'dahhhhh', 'pakai', 'promo', 'lanjar', 'zayaaaaaa']"
"Waktu batas pembayaran trlalu singkat, merugikan bukalapak sendiri,,, toko online kan banyak,,",3,1,batas bayar trlalu singkat rugi toko online,557,0,,0.4895,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['batas', 'bayar', 'terlalu', 'singkat', 'rugi', 'toko', 'online']"
Ini kenapa kok aku download berkali kali udh smpe 100% malah kagak ke download?-_-,1,0,download smpe download,248,0,,0.4878,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['unduh', 'sampai', 'unduh']"
"Perlu dibenahi menu Feed, setelah scroll melihat produk ketika klik back, langsung refresh balik lagi ke atas. Apakah tokopedia sengaja agar pengguna menjadi malas melihat feed?",2,0,benah menu feed scroll produk klik back refresh sengaja malas feed,302,0,,0.4867,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['benah', 'menu', 'feed', 'scroll', 'produk', 'klik', 'back', 'refresh', 'sengaja', 'malas', 'feed']"
"Bikin latah beli apa aja, tapi bagus saya dukung",5,2,bikin latah beli dukung,967,0,,0.4865,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['bikin', 'latah', 'beli', 'dukung']"
"maaf saya beri 3 dulu,karna sering,pemesanan tidak sesuai barang yg dipesan,saran saya tolong lebih di seleksi lg toko yg bener2 dan yg anak2 biar tidak mengecewakan pelanggan dan bisa menjaga nama baik lazada",3,1,maaf mesan sesuai barang pes saran tolong seleksi lg toko bener anak langgan jaga nama,585,0,,0.4828,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['maaf', 'mesan', 'sesuai', 'barang', 'pes', 'saran', 'tolong', 'seleksi', 'lagi', 'toko', 'benar', 'anak', 'langgan', 'jaga', 'nama']"
"Ini shopee ny knp ya? Kok sya g bisa kunjungi toko pas kunjungi toko mlh kluar tulisan ""maaf halaman ini sedang d perbaiki""",3,1,ny sya kunjung toko pas kunjung toko mlh kluar tulis maaf halaman,739,0,,0.4795,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['ny', 'sya', 'kunjung', 'toko', 'pas', 'kunjung', 'toko', 'mlh', 'kluar', 'tulis', 'maaf', 'halaman']"
cara bayar cicilannya gmana ya? pas barang udah nyampe atau gmana?,4,2,bayar cicil gmana pas barang nyampe gmana,921,0,,0.4793,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['bayar', 'cicil', 'bagaimana', 'pas', 'barang', 'nyampe', 'bagaimana']"
"Game shopee tanam pohon kenapa jadi begini? Setelah sya goyang pohon teman banyak, tapi yg kehitung cuma 1point ajja, biasanya kehitung otomatis? Kecewa banget! ?? Dan customer shopee juga kadang kalo ditanya solusi gk memuaskan jawabannya. Ada juga yg belum selesai ngasih solusi, tba"" chatnya langsung hilang :( Tolong diperbaiki. Padahal sya pelanggan setia shopee, tp skrg sudah tidak nyaman belanja di shopee :( Semakin tinggi namanya, bukannya semakin meningkat, ini malah sebaliknya??",2,0,game tanam pohon sya goyang pohon teman hitung point ajja hitung otomatis customer kadang solusi ngasih solusi tba chatnya hilang tolong sya langgan setia skrg nyaman belanja nama tingkat,293,0,,0.4788,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['game', 'tanam', 'pohon', 'sya', 'goyang', 'pohon', 'teman', 'hitung', 'point', 'ajja', 'hitung', 'otomatis', 'customer', 'kadang', 'solusi', 'beri', 'solusi', 'tba', 'chatnya', 'hilang', 'tolong', 'sya', 'langgan', 'setia', 'sekarang', 'nyaman', 'belanja', 'nama', 'tingkat']"
"Aneh saya udah 2 kali pesan barang, tapi pengiriman barang gagal, Tolong dan mohon di perbaiki semuanya, kecewa bangett saya, Berhari hari saya menunggu, sekalinya tiba bikin saya kecewa beratt",1,0,aneh pesan barang kirim barang gagal tolong bangett tunggu bikin beratt,43,0,,0.4786,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['aneh', 'pesan', 'barang', 'kirim', 'barang', 'gagal', 'tolong', 'bangett', 'tunggu', 'bikin', 'beratt']"
Aku mau beli pulsa listrik kok ga bisa kebuka ya,3,1,beli pulsa listrik,595,0,,0.4785,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['beli', 'pulsa', 'listrik']"
"Coba update hari ini msh ada kejadia saldo ovo blm bisa langsung tertampil. Kejadian saldo loading dan menu promo di awal hanya blank dan hang msh sj terjadi, shg hrs restart aplikasi bbrp kali. Informasi hp redmi 4 prime ram 3gb",3,1,update msh kejadia saldo tampil saldo loading menu promo blank hang msh hrs restart aplikasi informasi hp redmi prime ram gb,707,0,,0.4785,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['update', 'masih', 'kejadia', 'saldo', 'tampil', 'saldo', 'loading', 'menu', 'promo', 'blank', 'hang', 'masih', 'harus', 'restart', 'aplikasi', 'informasi', 'handphone', 'redmi', 'prime', 'ram', 'gb']"
"Kirain mah, beneran undang 5 dapat 150rb, .. Ternyata jauh dari kata sempurna Cape� ngundang orang buat pake ladaza, gak sesuai harapan.. Mending apk sebelah terbukti setelah undang bberapa orang.. Dan membayar",1,0,kirain beneran undang rb sempurna cape ngundang pake ladaza sesuai harap mending apk belah bukti undang bberapa bayar,329,0,,0.4766,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['kirain', 'beneran', 'undang', 'ribu', 'sempurna', 'capek', 'ngundang', 'pakai', 'ladaza', 'sesuai', 'harap', 'lebih baik', 'aplikasi', 'belah', 'bukti', 'undang', 'bberapa', 'bayar']"
"lagi check out dibatalin gk boleh pake promo, lha buat apa ada promo",1,0,check out dibatalin pake promo lha promo,254,0,,0.4758,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['check', 'out', 'dibatalin', 'pakai', 'promo', 'lha', 'promo']"
"Kenapa sih shopee sekarang kok malah susah dibuka setelah di update, jaringan n data full tp mau chat shopee aja kayak ngelag gitu. Mau di uninstall ada spaylater yg belum dibyr.hhadeeuuh ntar q hapus jg klo kek gini Mulu. Apa karna ada flash sale barang mahal jdi di buatnya hp orang pada ngelag biar gak bisa dpt itu barang, gak ush ngadain promo klo takut rugi.",3,1,susah update jaring data full chat kayak ngelag uninstall spaylater dibyr hhadeeuuh ntar hapus jg kek gin mulu flash sale barang mahal hp ngelag barang ush ngadain promo takut rugi,612,0,,0.4756,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['susah', 'update', 'jaring', 'data', 'full', 'chat', 'kayak', 'ngelag', 'uninstall', 'spaylater', 'dibyr', 'hhadeeuuh', 'nanti', 'hapus', 'juga', 'seperti', 'gin', 'melulu', 'flash', 'sale', 'barang', 'mahal', 'handphone', 'ngelag', 'barang', 'ush', 'ngadain', 'promo', 'takut', 'rugi']"
Kenapa toko2 di lazada .Skr Banyak toko tipu2 .. pihak lazada tidak mampu seleksi toko alien lagi kah .... gak nyaman,1,0,toko skr toko tipu seleksi toko alien kah nyaman,59,0,,0.4694,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['toko', 'skr', 'toko', 'tipu', 'seleksi', 'toko', 'alien', 'kah', 'nyaman']"
"Halo ka aku pengen beli kamera tapi saya mau pake sistem pembayaran melalui kartu kredit BCA itu bisa atau engga , nah pas saya mau transfer saya tidak melihat nomer rekening nya , mohon di bantu yah",3,1,ka ken beli kamera pake sistem bayar kartu kredit bca engga pas transfer nomer rekening bantu,519,0,,0.4679,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['kakak', 'ken', 'beli', 'kamera', 'pakai', 'sistem', 'bayar', 'kartu', 'kredit', 'bca', 'engga', 'pas', 'transfer', 'nomer', 'rekening', 'bantu']"
Dpt notif disuruh update ke versi baru tp pas diupdate slalu ga bisa. Mohon dibantu. Thx,3,1,notif suruh update versi pas diupdate slalu bantu,749,0,,0.4666,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['notif', 'suruh', 'update', 'versi', 'pas', 'diupdate', 'selalu', 'bantu']"
"good job lahhhh pokonya,, kerennn ga prnah kcwa n jgn ampe mngecewakan",5,2,lahhhh poko kerennn prnah kcwa jgn ampe mngecewakan,936,0,,0.4666,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['lahhhh', 'poko', 'kerennn', 'prnah', 'kcwa', 'jangan', 'ampe', 'mngecewakan']"
Mohon maaf untuk pemilik dan semua pengelola aplikasi lazada saya sering kesal dengan aplikasi ini. Mohon maaf semua kesalahan??,1,0,maaf milik kelola aplikasi kesal aplikasi maaf salah,156,0,,0.4665,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['maaf', 'milik', 'kelola', 'aplikasi', 'kesal', 'aplikasi', 'maaf', 'salah']"
"Tujuan etrt banking pembayarannya gk ketemu, bingung gmna aneh mau byr.",1,0,etrt banking bayar ketemu bingung aneh byr,271,0,,0.4661,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['etrt', 'banking', 'bayar', 'ketemu', 'bingung', 'aneh', 'bayar']"
Kenapa semakin lama shopee bukan semakin bagus malah semakin jelek. Event nya php dan ga sesuai dgn yg di deskripsi kan di event. Ongkir mahal. Shopeepay bermasalah. Haduh ancur bgt sekarang,1,0,event php sesuai deskripsi event ongkir mahal shopeepay haduh ancur,199,0,,0.4658,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['event', 'php', 'sesuai', 'deskripsi', 'event', 'ongkir', 'mahal', 'shopeepay', 'haduh', 'hancur']"
Bhaya belanja di sni kmrin sy belanja truss barang yg sy beli kosong trus shopee batalkan tpi uang saya tdk di kmblikan penipu,1,0,bhaya belanja sni kmrin belanja truss barang beli kosong batal tpi uang kmblikan tipu,334,0,,0.4658,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['bhaya', 'belanja', 'sini', 'kmrin', 'belanja', 'truss', 'barang', 'beli', 'kosong', 'batal', 'tapi', 'uang', 'kmblikan', 'tipu']"
Tidak sesuai janji katanya bisa buat cicilan lewat kartu kredit tapi kenapa gak kedeteksi banknya padahal semua betul yang di isi,2,0,sesuai janji cicil kartu kredit deteksi bank isi,228,0,,0.4649,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['sesuai', 'janji', 'cicil', 'kartu', 'kredit', 'deteksi', 'bank', 'isi']"
Untk phak lzda knpa seller yg sya jmpai sellu berganggp kmi ini bukn konsumen ya..sellu ada perdebtn antra seller dan konsumen berujung tdk d proses nya brng pesanan ..buat apa ada live chat jika tak ada solusinya ..berteguran ke seller atau apalah awal pakai ini berjaln mlus seller baik sopn kok sekrng beda ?? Sya apa kmi minta it brng tak byr apa sehigga merka begtu bilng sellu evaluasi tpi ga ada prubhan sma sekli...,3,1,untk phak lzda knpa seller sya jmpai sellu berganggp kmi bukn konsumen sellu perdebtn antra seller konsumen ujung proses brng pesan live chat solusi tegur seller pakai berjaln mlus seller sopn sekrng beda sya kmi it brng byr sehigga merka begtu bilng sellu evaluasi tpi prubhan sma sekli,757,0,,0.464,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['untk', 'phak', 'lzda', 'kenapa', 'seller', 'sya', 'jmpai', 'sellu', 'berganggp', 'kmi', 'bukn', 'konsumen', 'sellu', 'perdebtn', 'antra', 'seller', 'konsumen', 'ujung', 'proses', 'brng', 'pesan', 'live', 'chat', 'solusi', 'tegur', 'seller', 'pakai', 'berjaln', 'mlus', 'seller', 'sopn', 'sekrng', 'beda', 'sya', 'kmi', 'it', 'brng', 'bayar', 'sehigga', 'merka', 'begtu', 'bilng', 'sellu', 'evaluasi', 'tapi', 'prubhan', 'sama', 'sekli']"
"Saya kecewa dengan Tokopedia pesen barang 3 dan 3 3 nya pake Vocher cashback tapi yg masuk cashback nya hanya satu , tolong dong kalo kasih Vocher ke costumer yg real dan jujur jangan tipu"" Costumer dengan kasih Vocher cashback supaya costumer mau belanja di Tokopedia tapi cashback mah ga diberikan Dichat lewat TokopediaCare alesan nya ini itu dan respon lama udah itu ga dibales bales lagi chat dari costumer. Saya bakal uninstal Tokopedia lebih baik pakai ecomerce lain yg kasih cashback nya real",1,0,sen barang pake vocher cashback cashback tolong vocher costumer real jujur tipu costumer vocher cashback costumer belanja cashback dichat tokopediacare alesan respon dibales bales chat costumer uninstal pakai ecomerce cashback real,154,0,,0.4629,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['sen', 'barang', 'pakai', 'vocher', 'cashback', 'cashback', 'tolong', 'vocher', 'costumer', 'real', 'jujur', 'tipu', 'costumer', 'vocher', 'cashback', 'costumer', 'belanja', 'cashback', 'dichat', 'tokopediacare', 'alesan', 'respon', 'dibales', 'balas', 'chat', 'costumer', 'uninstal', 'pakai', 'ecomerce', 'cashback', 'real']"
"Hampir tiap Minggu ada belanja lewat toped,,gratis ongkirnya mantab,,chat dengan penjual juga lebih cepat terblas,,terus tingkatkan layanan untuk konsumen,,terpaksa saya kurangi bintangnya,,saat mau cek out pembayran kadang susah,,apa karena pake promo nggk tau apa,,",3,1,minggu belanja gratis ongkirnya chat jual cepat terblas tingkat layan konsumen paksa bintang cek out pembayran kadang susah pake promo nggk tau,466,0,,0.462,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['minggu', 'belanja', 'gratis', 'ongkir', 'chat', 'jual', 'cepat', 'terblas', 'tingkat', 'layan', 'konsumen', 'paksa', 'bintang', 'cek', 'out', 'pembayran', 'kadang', 'susah', 'pakai', 'promo', 'nggk', 'tahu']"
"Kecewa sama pengiriman zalora , sudah kesekian kali belanja d zalora dan tetap kendala d pengiriman, mau hubungi operator juga ruwet, coba zalora pke ekspedisi yg lebih cepat kaya JNE, kalo yg dipake sekarang SAP lambat",1,0,kirim sekian belanja kendala kirim hubung operator ruwet pke ekspedisi cepat kaya dipake sap,113,0,,0.4612,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['kirim', 'sekian', 'belanja', 'kendala', 'kirim', 'hubung', 'operator', 'ruwet', 'pke', 'ekspedisi', 'cepat', 'kaya', 'dipake', 'sap']"
"jd.id skrg parah,, udah dicancel 2minggu lebih , malah paketanya dateng .",1,0,skrg dicancel minggu paketanya dateng,344,0,,0.4604,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['sekarang', 'dicancel', 'minggu', 'paketanya', 'dateng']"
"mau download buka lapak gak jd , liat ulasan nya semua bintang 1 mengerikan , gak jd deh",1,0,download ulas bintang keri,85,0,,0.4586,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['unduh', 'ulas', 'bintang', 'keri']"
"Setelah diupdate ko malah lelet, muter2 trus kalo dibuka. Pindah menu juga lemot lamaaa... Padahal sebelum diupdate lancar2 aja!!",3,1,diupdate lelet muter pindah menu lot lamaaa diupdate lancar,587,0,,0.458,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['diupdate', 'lambat', 'muter', 'pindah', 'menu', 'lot', 'lamaaa', 'diupdate', 'lancar']"
Aplikasi tidak berguna selalu kena tipu tapi ayah ku jadi stres gara gara ini,1,0,aplikasi tipu ayah stres gara gara,415,0,,0.4572,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['aplikasi', 'tipu', 'ayah', 'stres', 'gara', 'gara']"
Udah hampir 1 bulan saldonya ga masuk kerekening toko penjual ini gimana saya mau jualan ga bisa belanja,1,0,saldo rekening toko jual jual belanja,80,0,,0.4571,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['saldo', 'rekening', 'toko', 'jual', 'jual', 'belanja']"
"Shopee pinjam aku kemaren ada pilihan 12 bln,skrng gak ada.aneh..!",3,1,pinjam kemaren pilih bln skrng aneh,686,0,,0.4571,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['pinjam', 'kemarin', 'pilih', 'bulan', 'skrng', 'aneh']"
"Saya Kasih 1 bintang, saya pengguna baru apk ini, setelah saya dalam proses transaksi Mala pesanan saya di batalkan otomatis oleh sistem karena melanggar T&C, masa iya saya tidak memenuhi syarat dan ketentuan yg berlaku, dan saya di indikasi manipulasi transaksi, padahal pengguna baru, Tokopedia buruk, baru pertama kali nya saya di apk Tokopedia di bilangan manipulasi transaksi ??????",1,0,bintang apk proses transaksi mala pesan batal otomatis sistem langgar penuh syarat indikasi manipulasi transaksi apk bilang manipulasi transaksi,311,0,,0.457,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['bintang', 'aplikasi', 'proses', 'transaksi', 'mala', 'pesan', 'batal', 'otomatis', 'sistem', 'langgar', 'penuh', 'syarat', 'indikasi', 'manipulasi', 'transaksi', 'aplikasi', 'bilang', 'manipulasi', 'transaksi']"
"Shopee kdg di beranda rekomendasi suka ngasih yg aneh2 kdg ada brg yg untuk 18+, ada obat gitu yg gambar dpnnya serem, pdhl jg sy g bk2 yg kya gitu tp di rekomendasi nya kaya gitu coba kl anak kecil atau remaja yg liat gimna coba, jd nya phobia apalagi ada yg jual obat di Shopee yg muncul di rekomendasi beranda trs gambar nya kaki bolong2 pdhl kn sy phobia sm itu, Shopee tlg dg buat update an buat atur rekomendasi di beranda di pengaturan nya",3,1,kdg beranda rekomendasi ngasih aneh kdg brg obat gambar dpnnya rem pdhl jg bk kya rekomendasi kaya anak remaja gimna phobia jual obat muncul rekomendasi beranda trs gambar kaki bolong pdhl kn phobia tlg update atur rekomendasi beranda atur,601,0,,0.4548,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['kdg', 'beranda', 'rekomendasi', 'beri', 'aneh', 'kdg', 'bareng', 'obat', 'gambar', 'dpnnya', 'rem', 'pdhl', 'juga', 'bk', 'kya', 'rekomendasi', 'kaya', 'anak', 'remaja', 'gimna', 'phobia', 'jual', 'obat', 'muncul', 'rekomendasi', 'beranda', 'terus', 'gambar', 'kaki', 'bolong', 'pdhl', 'kan', 'phobia', 'tolong', 'update', 'atur', 'rekomendasi', 'beranda', 'atur']"
buruk!!! lgsung uninstal lg. baru buka aplikasi lemotnya bukan main. loading muter2 gk jelas.. pdhl sinyal hp penuh.,1,0,lgsung uninstal lg aplikasi lot main loading muter pdhl sinyal hp penuh,426,0,,0.4542,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['lgsung', 'uninstal', 'lagi', 'aplikasi', 'lot', 'main', 'loading', 'muter', 'pdhl', 'sinyal', 'handphone', 'penuh']"
"Awal nya saya puas belanja di jd. Id sampe terakhir order di official store lagi, harga memang promo, biasa nya kirim nya cepet sekali ternyata tertahan "" kiriman menunggu di serahkan ke kurir, namun sampe 2 minggu tak kunjung dikirim, sudah chat lggs gak di resfon da setelah di cek kembali orderan nya di batalkan sepihak tanpa ada alasan yang jelas, memang situasi saat pandemi tapi seharus nya tetap memberi service yang baik thp konsumen. Refund juga lama tertulis 1-3hari Refund nyata nya lama",3,1,belanja sampe order official store harga promo kirim cepet tahan kirim tunggu serah kurir sampe minggu kunjung kirim chat lggs resfon da cek order batal alas situasi pandemi service thp konsumen refund tulis refund,649,0,,0.4532,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['belanja', 'sampai', 'order', 'official', 'toko', 'harga', 'promo', 'kirim', 'cepat', 'tahan', 'kirim', 'tunggu', 'serah', 'kurir', 'sampai', 'minggu', 'kunjung', 'kirim', 'chat', 'lggs', 'resfon', 'da', 'cek', 'order', 'batal', 'alas', 'situasi', 'pandemi', 'service', 'thp', 'konsumen', 'refund', 'tulis', 'refund']"
"Lazada harusnya tidak membiarkan sembarang toko berjualan di lazada, karena ada toko yg tega nipu konsumen, saya mengalami sendiri pesan mukena tp yg dikirimi baju bekas kotor dapat mungut di tempat sampah, sobek/bolong2 dan krahnya udah habis. Saking kecewanya saya langsung hapus lazada di hp, karna mau kirim komplenan saya rasa ga ada gunanya",1,0,sembarang toko jual toko tega nipu konsumen alami pesan mukena kirim baju bekas kotor mungut sampah sobek bolong krahnya habis saking hapus hp kirim komplenan,380,0,,0.4529,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['sembarang', 'toko', 'jual', 'toko', 'tega', 'tipu', 'konsumen', 'alami', 'pesan', 'mukena', 'kirim', 'baju', 'bekas', 'kotor', 'mungut', 'sampah', 'sobek', 'bolong', 'krahnya', 'habis', 'saking', 'hapus', 'handphone', 'kirim', 'komplenan']"
"Bonusnya mantaap, makasih tingkatkan terus lazada??",5,2,bonus mantaap tingkat,948,1,,0.55,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['bonus', 'mantaap', 'tingkat']"
Yg kesisi ksih bintang 1 gara ordernya di cancel hayo ngaku wkwkwkw,1,0,sis ksih bintang gara order cancel hayo ngaku wkwkwkw,81,0,,0.4512,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['sis', 'ksih', 'bintang', 'gara', 'order', 'cancel', 'hayo', 'mengaku', 'wkwkwkw']"
