review,rating,sentiment,review_processed,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
"Saya top up e toll brizzi lewat TOPED tgl 27 juni 21 100k, tdk masuk saldonya, sdh komplin via email dan chatting.. yg hrs menyertakan bukti saldo deposit, info saldo, dst yg tentunya susah didapat.. krn biasanya update saldo via fitur nfc di hp. Hasil tetep gagal.. Saya ke cs BRI infonya hrs pihak toped yg konfirm ke BRI.. balik lagi ke toped.. dg komplin lagi.. minta syarat lagi.. hadeww.. ini sdh 2 bln tanpa kejelasan.. kenapa DIPERSULIT..!!!!!!???? sdg sdh jelas uang saya sdh kepotong.. !!!",2.0,0.0,up toll brizzi tgl juni saldo komplin via email chatting hrs bukti saldo deposit info saldo susah update saldo via fitur nfc hp hasil tetep gagal cs bri info hrs konfirm bri komplin syarat hadeww bln sulit sdg uang potong,169,2.0,0.4774,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['up', 'toll', 'brizzi', 'tanggal', 'juni', 'saldo', 'komplain', 'via', 'email', 'chatting', 'harus', 'bukti', 'saldo', 'deposit', 'informasi', 'saldo', 'susah', 'update', 'saldo', 'via', 'fitur', 'nfc', 'handphone', 'hasil', 'tetep', 'gagal', 'customer service', 'bri', 'informasi', 'harus', 'konfirm', 'bri', 'komplain', 'syarat', 'hadeww', 'bulan', 'sulit', 'sdg', 'uang', 'potong']"
"Awalnya penasaran , terus download, saya cari cari barang yang saya mau sama sekali tidak ada, 1.tidak lenkap 2. Susah pencarianya 3.mahal pula 4.tidak mudah/tidak memudahkan Uninstall",1.0,0.0,penasaran download cari cari barang lenkap susah pencarianya mahal mudah mudah uninstall,170,0.0,0.3515,"aplikasi, shope, unduh, bantu, ny, lot, blnja, jangkau, neng, poko","['penasaran', 'unduh', 'cari', 'cari', 'barang', 'lenkap', 'susah', 'pencarianya', 'mahal', 'mudah', 'mudah', 'uninstall']"
Harga LEBIH MAHAL MAHAL dari sebelah. Gak Lengkap juga,1.0,0.0,harga mahal mahal belah lengkap,171,2.0,0.377,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['harga', 'mahal', 'mahal', 'belah', 'lengkap']"
Kecewa ma shopee entah karna jaringan atau dari shopee'a saya buat pesanan sekali gak da pemberitahuan trus di suruh muat ulang di kranjang sampai beberapa kali dan akhirnya pemberitahuan pesanan saya sampai 3x pesan... gimana coba? Saya batalkn yg 2 pesanan gk di bles dari toko. Masa saya hrs bayar semuanya..??????,2.0,0.0,jaring pesan da pemberitahuan suruh muat ulang kranjang pemberitahuan pesan pesan batalkn pesan bles toko hrs bayar,172,3.0,0.5068,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['jaring', 'pesan', 'da', 'pemberitahuan', 'suruh', 'muat', 'ulang', 'kranjang', 'pemberitahuan', 'pesan', 'pesan', 'batalkn', 'pesan', 'bles', 'toko', 'harus', 'bayar']"
Beli pulsa paket data sehari gak masuk dan disuruh nunggu 2-5 hari jika belum masuk disuruh hubungi.very bad padahal udah dipotong shopepay trus paket data buat belajar daring.Penanganan jika ada masalah buruk..... Mending toko sebelah,1.0,0.0,beli pulsa paket data suruh nunggu suruh hubung potong shopepay paket data ajar daring tangan mending toko belah,173,2.0,0.4597,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['beli', 'pulsa', 'paket', 'data', 'suruh', 'tunggu', 'suruh', 'hubung', 'potong', 'shopepay', 'paket', 'data', 'ajar', 'daring', 'tangan', 'lebih baik', 'toko', 'belah']"
Ongkir terlalu mahal,1.0,0.0,ongkir mahal,174,2.0,0.4166,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['ongkir', 'mahal']"
"Tambah sulit jualan di BL, kalo gak maen IKLAN sepertinya produk kita gak dimunculkan, beberapa bulan ini penjualan NOL BESAR. Jualan blm tentu laku ditambah beli saldo BUKAIKLAN... kacau. Ongkir di sistem tidak sesuai REAL dari kurir, tarif reguler dalam kota /kg misal 10.000 yang tertera 11.500, ada penambahan ongkir dari sistem BL-nya. Sayang nih produk dalam negeri.... Kalo dibandingkan lebih gampang jualan di ""si-OREN"". Maaf lah kalo komen saya gak ngenakin, cuma ngeluarin rasa mual di hati",1.0,0.0,sulit jual bl maen iklan produk muncul jual nol jual beli saldo bukaiklan kacau ongkir sistem sesuai real kurir tarif reguler kota kg tera ongkir sistem bl sayang produk negeri banding gampang jual maaf komen ngenakin ngeluarin mual hati,175,3.0,0.4841,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['sulit', 'jual', 'beli', 'main', 'iklan', 'produk', 'muncul', 'jual', 'nol', 'jual', 'beli', 'saldo', 'bukaiklan', 'kacau', 'ongkir', 'sistem', 'sesuai', 'real', 'kurir', 'tarif', 'reguler', 'kota', 'kg', 'tera', 'ongkir', 'sistem', 'beli', 'sayang', 'produk', 'negeri', 'banding', 'gampang', 'jual', 'maaf', 'komen', 'ngenakin', 'ngeluarin', 'mual', 'hati']"
"Kenapa sih kalo belanja disini pengemasannya lama banget padahal lagi butuh banget apalagi dilazada itu ongkir nya murah tapi pengirimannya lama saya sudah nge dm tokonya katanya bentar lagi tapi nyatanya pas besok masih dikemas,dikemasnya udah nunggu 3 hari masih belum dikirim",1.0,0.0,belanja emas butuh dilazada ongkir murah kirim dm toko bentar pas besok kemas kemas nunggu kirim,176,3.0,0.4007,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['belanja', 'emas', 'butuh', 'dilazada', 'ongkir', 'murah', 'kirim', 'dm', 'toko', 'sebentar', 'pas', 'besok', 'kemas', 'kemas', 'tunggu', 'kirim']"
"murah tapi LAMBAT!! masih rekomen ke buka**pak sama sh*pee .... aplikasinya lola, bikin males",1.0,0.0,murah rekomen sh pee aplikasi lola bikin males,177,3.0,0.6204,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['murah', 'rekomen', 'sh', 'pee', 'aplikasi', 'lambat', 'bikin', 'males']"
Knp suka bgt nongol iklan nya.. Mana langsung open PlayStore,1.0,0.0,nongol iklan open playstore,178,3.0,0.6495,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['nongol', 'iklan', 'open', 'playstore']"
"Saya kecewa kenapa uang refund masuk ke dana., Dana saya tidak dapak menggunakan lagi.,karna setiap mau melakukan transaksi harus di minta kode otp., Sedangkan nomer hp saya sudah hangus tidak aktif",1.0,0.0,uang refund dana dana dapak transaksi kode otp nomer hp hangus aktif,179,2.0,0.4627,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['uang', 'refund', 'dana', 'dana', 'dapak', 'transaksi', 'kode', 'otp', 'nomer', 'handphone', 'hangus', 'aktif']"
Gimana nih Aplikasinya? Di iklan bisa COD kok saya mencoba hari ini tidak bisa melalukan pembayaran secara COD!! Aplikasinya Jelek bagettttttt!!!!!!!!,1.0,0.0,aplikasi iklan cod bayar cod aplikasi bagettttttt,180,3.0,0.3706,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['aplikasi', 'iklan', 'cod', 'bayar', 'cod', 'aplikasi', 'bagettttttt']"
Bisa bayar di rumah gak sih,2.0,0.0,bayar rumah,181,3.0,0.7462,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['bayar', 'rumah']"
Apa sih kalo mau download di browser pasti nyasar nya ke tokopedia kalo ada bintang 0 saya lebih milih bintang nol,1.0,0.0,download browser nyasar bintang milih bintang nol,182,1.0,0.5226,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['unduh', 'browser', 'tersesat', 'bintang', 'milih', 'bintang', 'nol']"
"Meh, Untuk promo pengiriman ribet ga sesimple dulu, belum lagi sekarang banyak biaya receh yang terpotong. Biaya admin toko juga mahal.",1.0,0.0,meh promo kirim ribet sesimple biaya receh potong biaya admin toko mahal,183,2.0,0.6133,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['meh', 'promo', 'kirim', 'ribet', 'sesimple', 'biaya', 'receh', 'potong', 'biaya', 'admin', 'toko', 'mahal']"
"Ga jelas Ngajuin SPaylater ga prnh di acc , padahal sering belanja dsni , payah",1.0,0.0,ngajuin spaylater prnh acc belanja dsni,184,2.0,0.4341,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['ngajuin', 'spaylater', 'pernah', 'acc', 'belanja', 'dsni']"
Kenapa pesanan saya selalu di batalkan :(,1.0,0.0,pesan batal,185,3.0,0.7472,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['pesan', 'batal']"
Tokony suka nipu,1.0,0.0,tokony nipu,186,2.0,0.75,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['tokony', 'tipu']"
"Kenapa waktu lg cari barang tiba2 kembali lg ke beranda ya,, jadi males mau cari brang,, di klik jg susah bgt",1.0,0.0,lg cari barang lg beranda males cari brang klik jg susah,187,2.0,0.4431,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['lagi', 'cari', 'barang', 'lagi', 'beranda', 'males', 'cari', 'brang', 'klik', 'juga', 'susah']"
"Nyesel update, tetap saja tidak bisa menggantikan nomor hp yg sudah tidak terpkai/ingin menggunakan nomor baru, akun saya akun lama pernh bertransaksi juga, sudah tanya ke cs tetap tidak bisa, kalian yg bikin aplikasi/mengelola tapi hal untuk menggantikan nomor saja tidak bisa, mohon TIM ITnya di sekolahkan lagi.",1.0,0.0,update ganti nomor hp terpkai nomor akun akun pernh transaksi cs bikin aplikasi kelola ganti nomor tim itnya sekolah,188,3.0,0.4119,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['update', 'ganti', 'nomor', 'handphone', 'terpkai', 'nomor', 'akun', 'akun', 'pernh', 'transaksi', 'customer service', 'bikin', 'aplikasi', 'kelola', 'ganti', 'nomor', 'tim', 'itnya', 'sekolah']"
"Kata ny dapat vocer 300 Stlah di ikuti,malah gk bnar Ksh info yg bnar dong",1.0,0.0,ny vocer stlah bnar ksh info bnar,189,3.0,0.2951,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['ny', 'voucher', 'stlah', 'bnar', 'ksh', 'informasi', 'bnar']"
Jangan beli barang disini karena pengiriman nya lama,1.0,0.0,beli barang kirim,190,1.0,0.5624,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['beli', 'barang', 'kirim']"
tolong dong kasih tau penjual harap catat no tlpn & WA saya sudah bayar di kirimnya agak lama kalo ada no tlpn & WA biar enak bisa kirim lebih cepat lagi... ini sudah 2 pesenan saya belom di kirim juga apalagi chat tidak di bales sama sekali pun kalo sudah bayar...,2.0,0.0,tolong tau jual harap catat no tlpn wa bayar kirim no tlpn wa kirim cepat sen bom kirim chat bales bayar,191,3.0,0.4421,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['tolong', 'tahu', 'jual', 'harap', 'catat', 'no', 'telepon', 'whatsapp', 'bayar', 'kirim', 'no', 'telepon', 'whatsapp', 'kirim', 'cepat', 'sen', 'bom', 'kirim', 'chat', 'balas', 'bayar']"
Masa saya pesan barang dari tgl 30 sampai hari ini blm sampai jga sudah 5-hari blm ada kejelasan kecawa pake Tokopedia kurang profesional dalam bertindak lemah,1.0,0.0,pesan barang tgl kecawa pake profesional tindak lemah,192,2.0,0.9082,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['pesan', 'barang', 'tanggal', 'kecawa', 'pakai', 'profesional', 'tindak', 'lemah']"
"untuk penjual,penjual nakal dan tidak bertanggung jawab harus lapor nya ke mana nih, masih aja bnyak yang jadi penipu di lazada.",2.0,0.0,jual jual nakal tanggung lapor bnyak tipu,193,2.0,0.574,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['jual', 'jual', 'nakal', 'tanggung', 'lapor', 'bnyak', 'tipu']"
Promo yg ngumpulin stamp itu hoax nyatanya udah ke kumpul malah eror..,1.0,0.0,promo ngumpulin stamp hoax kumpul eror,194,3.0,0.7515,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['promo', 'ngumpulin', 'stamp', 'hoax', 'kumpul', 'eror']"
"Hati2 dalam ber belanja banyak toko yg jualan tidak sesuai dengan apa yg di-posting dan meski murah kalau barang tidak sesuai kebutuhan justru hanya menghambur2kan uang,keluar uang tapi barang tidak bisa digunakan sesuai kebutuhan.",1.0,0.0,hati ber belanja toko jual sesuai posting murah barang sesuai butuh hambur uang uang barang sesuai butuh,195,2.0,0.5578,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['hati', 'ber', 'belanja', 'toko', 'jual', 'sesuai', 'posting', 'murah', 'barang', 'sesuai', 'butuh', 'hambur', 'uang', 'uang', 'barang', 'sesuai', 'butuh']"
Iklan lo ganggu sumpah,1.0,0.0,iklan lo ganggu,196,0.0,0.3125,"aplikasi, shope, unduh, bantu, ny, lot, blnja, jangkau, neng, poko","['iklan', 'kamu', 'ganggu']"
Pay laternya terlalu nyekek biaya layanannyA... Uninstal aja... Ada lapak juga biarin lah..belum pernah ngejual di situ...,1.0,0.0,pay laternya nyekek biaya layan uninstal biarin ngejual,197,3.0,0.3401,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['bayar', 'laternya', 'nyekek', 'biaya', 'layan', 'uninstal', 'biarin', 'ngejual']"
aplikasi ini bisa cod ya,2.0,0.0,aplikasi cod,198,2.0,0.4167,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['aplikasi', 'cod']"
Kenapa semakin lama shopee bukan semakin bagus malah semakin jelek. Event nya php dan ga sesuai dgn yg di deskripsi kan di event. Ongkir mahal. Shopeepay bermasalah. Haduh ancur bgt sekarang,1.0,0.0,event php sesuai deskripsi event ongkir mahal shopeepay haduh ancur,199,3.0,0.527,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['event', 'php', 'sesuai', 'deskripsi', 'event', 'ongkir', 'mahal', 'shopeepay', 'haduh', 'hancur']"
"Ini apk bagus banget, apalagi buat para seller curang. Aman gakan kena ciduk meski buyer punya banyak bukti. Apalagi CS nya bisa banget kerja sama biar buyer kapok komplain ke CS & dana refund jg gak usah dikembaliin cash, cetek beuh pake voucher aja (pake kadaluarsa penggunaan, klo buyer gk pake VC ini hangus = duit jadi milik lazada). Toh yg rajin bayar rating kan seller bukan buyer. ?????? kecewa",1.0,0.0,apk seller curang aman gakan ciduk buyer bukti cs buyer kapok komplain cs dana refund jg dikembaliin cash cetek beuh pake voucher pake kadaluarsa buyer pake vc hangus duit milik rajin bayar rating seller buyer,200,3.0,0.4343,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['aplikasi', 'seller', 'curang', 'aman', 'gakan', 'ciduk', 'buyer', 'bukti', 'customer service', 'buyer', 'kapok', 'komplain', 'customer service', 'dana', 'refund', 'juga', 'dikembaliin', 'cash', 'cetek', 'beuh', 'pakai', 'voucher', 'pakai', 'kadaluarsa', 'buyer', 'pakai', 'vc', 'hangus', 'duit', 'milik', 'rajin', 'bayar', 'rating', 'seller', 'buyer']"
"Disini banyak toko penipuan, dan sangatlah merugikan pelanggan.",1.0,0.0,toko tipu rugi langgan,201,2.0,0.8445,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['toko', 'tipu', 'rugi', 'langgan']"
Maaf kasih bintang 1 dulu karena saya sudah login akan tetapi kendala server terus itu kenapa ya?? Padahal saya pake tokopedia terus :(,1.0,0.0,maaf bintang login kendala server pake,202,2.0,0.6071,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['maaf', 'bintang', 'login', 'kendala', 'server', 'pakai']"
"Laen kali,kalo bikin acara di TELEVISI INDONESIA,trus benturan sama timnas INDONESIA,lu ngalah dong,ini negara lu yang maen,lu lahir disini,jangan orang luar trus yang lu bangga banggain,MANA RASA NASIONALIS LU?! SALAM SATU BANGSA!",1.0,0.0,laen bikin acara televisi indonesia bentur timnas indonesia ngalah negara maen lahir bangga banggain nasionalis bangsa,203,3.0,0.4146,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['laen', 'bikin', 'acara', 'televisi', 'indonesia', 'bentur', 'timnas', 'indonesia', 'ngalah', 'negara', 'main', 'lahir', 'bangga', 'banggain', 'nasionalis', 'bangsa']"
"Selamat sore ijin bertanya, berapa lama proses penarikan reksa dana Bukalapak saya masuk ke rekening. Saya sudah proses penarikan dari tanggal 24-11-2021 jam 17.48. mohon konfirmasinya",1.0,0.0,sore ijin proses tari reksa dana rekening proses tari jam konfirmasi,204,3.0,0.3453,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['sore', 'ijin', 'proses', 'tari', 'reksa', 'dana', 'rekening', 'proses', 'tari', 'jam', 'konfirmasi']"
"Saya bayar kartu kredit BRI,sudah di bayar lewat BCA virtual acount. Tapi malahan pembayaran nya ngak jelas menguap kemana,ngak jelas selalu eror ketika mau di cek.sya harus cek di mana kalau pembayaran KK itu sudah berhasil atau tidak?",1.0,0.0,bayar kartu kredit bri bayar bca virtual acount bayar uap eror cek sya cek bayar hasil,205,3.0,0.5778,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['bayar', 'kartu', 'kredit', 'bri', 'bayar', 'bca', 'virtual', 'acount', 'bayar', 'uap', 'eror', 'cek', 'sya', 'cek', 'bayar', 'hasil']"
aplikasi ganggu banget. galamu ya sampe iklan dimanamana?,1.0,0.0,aplikasi ganggu gala sampe iklan dimanamana,206,3.0,0.5343,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['aplikasi', 'ganggu', 'gala', 'sampai', 'iklan', 'dimanamana']"
Seharusnya masa proses pelapak di kasih waktu satu hari jamgan lama lama Kesel nunggunya,1.0,0.0,proses jamgan kesel nunggunya,207,2.0,0.5361,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['proses', 'jamgan', 'kesel', 'nunggunya']"
"Untuk cicilan melalui home credit kok jd susah ya, udh gtu layarnya hank putih setelah selesai verifikasi KTP Mohon bantuan dan konfrimasinya",1.0,0.0,cicil home credit susah gtu layar hank putih verifikasi ktp bantu konfrimasinya,208,2.0,0.3753,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['cicil', 'home', 'credit', 'susah', 'gtu', 'layar', 'hank', 'putih', 'verifikasi', 'ktp', 'bantu', 'konfrimasinya']"
"Tolong buat admin bantu saya, akun saya di pakai orang untuak berjualan chip domino ! Akun asli saya RAMADHAN JUNAIDI . dan akun disana pakai nomor hape yang saya pakai sekarang . Tolong buat admin dibantu. Saya kirim email gak ada respon .",1.0,0.0,tolong admin bantu akun pakai untuak jual chip domino akun asli ramadhan junaidi akun pakai nomor hape pakai tolong admin bantu kirim email respon,209,2.0,0.4175,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['tolong', 'admin', 'bantu', 'akun', 'pakai', 'untuak', 'jual', 'chip', 'domino', 'akun', 'asli', 'ramadhan', 'junaidi', 'akun', 'pakai', 'nomor', 'handphone', 'pakai', 'tolong', 'admin', 'bantu', 'kirim', 'email', 'respon']"
Praktis klu ada yg dibutuhkan,1.0,0.0,praktis klu butuh,210,3.0,0.803,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['praktis', 'klu', 'butuh']"
"Apaan sih gak bisa cod hanya wilayah"" tertentu sja yg bisa kalo pake bank.bank sangat jauh dari sini.kecewaa njir",1.0,0.0,cod wilayah sja pake bank bank kecewaa njir,211,2.0,0.643,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['cod', 'wilayah', 'sja', 'pakai', 'bank', 'bank', 'kecewaa', 'njir']"
"udh d istal gk bisa d buka,, aplikasi jellleeeeeekk pke bngt",1.0,0.0,istal aplikasi jellleeeeeekk pke,212,3.0,0.649,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['istal', 'aplikasi', 'jellleeeeeekk', 'pke']"
Wow aplikasi yang najis aku sudah pesen gift cards roblox dan katanya di kirim lewat grabexpress tapi sudah di tunggu 1 Minggu gak dateng,1.0,0.0,aplikasi najis sen gift cards roblox kirim grabexpress tunggu minggu dateng,213,2.0,0.5131,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['aplikasi', 'najis', 'sen', 'gift', 'cards', 'roblox', 'kirim', 'grabexpress', 'tunggu', 'minggu', 'dateng']"
Gabia update,1.0,0.0,gabia update,214,3.0,0.428,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['gabia', 'update']"
"Tidak bisa login ke akun saya!!, Suka keluar sendiri dari akun!!! Apalagi kode OTP nya lama",1.0,0.0,login akun akun kode otp,215,0.0,0.3757,"aplikasi, shope, unduh, bantu, ny, lot, blnja, jangkau, neng, poko","['login', 'akun', 'akun', 'kode', 'otp']"
"Update gk jalan jalan udah d ulang"" masih lah di 60%",1.0,0.0,update jalan jalan ulang,216,0.0,0.8479,"aplikasi, shope, unduh, bantu, ny, lot, blnja, jangkau, neng, poko","['update', 'jalan', 'jalan', 'ulang']"
Belanja online biasanya barang dtg kita tdk bisa mengecek padahal biasa banyak salah kirim maksudnya tdk sesuai pesanan ini harus dibenahi oleh shpee karena semua bisa rugi,1.0,0.0,belanja online barang dtg ecek salah kirim sesuai pesan benah shpee rugi,217,2.0,0.5622,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['belanja', 'online', 'barang', 'datang', 'ecek', 'salah', 'kirim', 'sesuai', 'pesan', 'benah', 'shpee', 'rugi']"
"Shopee sekrang gak jelas, mau menggunakan voucher free ongkir tdak bisa.??",1.0,0.0,sekrang voucher free ongkir tdak,218,1.0,0.375,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['sekrang', 'voucher', 'free', 'ongkir', 'tdak']"
KESEL LAGI NONTON TIBA TIBA KE PLAYSTORE BULAN PUASA UDAH BIKIN NGAMUK!!,1.0,0.0,kesel nonton playstore puasa bikin ngamuk,219,3.0,0.6076,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['kesel', 'nonton', 'playstore', 'puasa', 'bikin', 'ngamuk']"
"Ok banget,tp kpn kalo orderan batal otomatis harus di tangguhkan dulu.mohon kembalikan hak orang di waktu yg sama bos,pasti anda merasa dirugikan jika ada di posisi mereka.mau tlpn gak ada call center yg di cantumkan.setiap pengembalian dana itu tetap ada potongan,jd jngn di pending dong hak mereka",2.0,0.0,order batal otomatis tangguh hak rugi posisi tlpn call center cantum dana potong jngn pending hak,220,3.0,0.3831,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['order', 'batal', 'otomatis', 'tangguh', 'hak', 'rugi', 'posisi', 'telepon', 'call', 'center', 'cantum', 'dana', 'potong', 'jngn', 'pending', 'hak']"
"saya kecewa terhadap toko pedia,sebab untuk penguna baru hadiah nya tidak bisa di ambil,dan sesudah di klik order di batalkan otomatis oleh pihak nya,buat kalian jngn pernah ambil itu produk 0rupiah,kalau gak mau sebel",2.0,0.0,toko penguna hadiah ambil klik order batal otomatis jngn ambil produk rupiah sebel,221,3.0,0.491,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['toko', 'penguna', 'hadiah', 'ambil', 'klik', 'order', 'batal', 'otomatis', 'jngn', 'ambil', 'produk', 'rupiah', 'sebel']"
"Kebnyakan update, tiap minggu update, udh gitu lemot nya minta ampun cari barang aj harus nunggu bbrpa menit baru kebuka barang nya,",2.0,0.0,kebnyakan update minggu update lot ampun cari barang nunggu menit barang,222,3.0,0.4913,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['kebnyakan', 'update', 'minggu', 'update', 'lambat', 'ampun', 'cari', 'barang', 'tunggu', 'menit', 'barang']"
Tolong blokir akun yang menggunakan shopee bot,1.0,0.0,tolong blokir akun bot,223,3.0,0.4124,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['tolong', 'blokir', 'akun', 'bot']"
"Kimak lah, tiap mau download lagu spam iklan klen aja yang muncul",1.0,0.0,download lagu spam iklan klen muncul,224,0.0,0.3867,"aplikasi, shope, unduh, bantu, ny, lot, blnja, jangkau, neng, poko","['unduh', 'lagu', 'spam', 'iklan', 'klen', 'muncul']"
Datang barang dua kali.. Isi barang pun tdk sesuai pesanan,1.0,0.0,barang isi barang sesuai pesan,225,2.0,0.8738,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['barang', 'isi', 'barang', 'sesuai', 'pesan']"
"Licik bnget ni shopee. Nunggu2 dari sore sampe jam 12, pas udah jam 12:00 tiba� ngeleg. Pas kembali dan masuk lagi eh iphone nya udah habis,bikin ngantuk aja.",1.0,0.0,licik bnget nunggu sore sampe jam pas jam ngeleg pas iphone habis bikin ngantuk,226,3.0,0.4974,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['licik', 'bnget', 'tunggu', 'sore', 'sampai', 'jam', 'pas', 'jam', 'ngeleg', 'pas', 'iphone', 'habis', 'bikin', 'ngantuk']"
"Katanya pengiriman gratis ke seluruh indonesia. Tapi saya mau beli hp,ke papua barat ko tidak bisa kirim paket???gimana ini..",1.0,0.0,kirim gratis indonesia beli hp papua barat kirim paket,227,1.0,0.3305,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['kirim', 'gratis', 'indonesia', 'beli', 'handphone', 'papua', 'barat', 'kirim', 'paket']"
Tidak sesuai janji katanya bisa buat cicilan lewat kartu kredit tapi kenapa gak kedeteksi banknya padahal semua betul yang di isi,2.0,0.0,sesuai janji cicil kartu kredit deteksi bank isi,228,2.0,0.3559,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['sesuai', 'janji', 'cicil', 'kartu', 'kredit', 'deteksi', 'bank', 'isi']"
Check out ko ggal mulu sblmnya ga gni skrg mau check out gbsa,1.0,0.0,check out ggal mulu sblmnya skrg check out gbsa,229,2.0,0.4064,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['check', 'out', 'ggal', 'melulu', 'sblmnya', 'sekarang', 'check', 'out', 'gbsa']"
Apa apaan ni semalem sebelum di updet gambar produk masih ada ini udah di updet kok makin eror gila gila gg banget si shope sekarang.,1.0,0.0,semalem updet gambar produk updet eror shope,230,3.0,0.622,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['semalem', 'updet', 'gambar', 'produk', 'updet', 'eror', 'shope']"
aku senang belanja di tokopedia spesial ramadan,1.0,0.0,belanja spesial ramadan,231,3.0,0.5023,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['belanja', 'spesial', 'ramadan']"
"akun lazada bisa di bajak apa yah!? saya ngga pesen paket kenapa tiba"" ada yang ngirim paket mengatas namakan akun saya . ngga bagus banget ni applikasi",1.0,0.0,akun bajak sen paket ngirim paket nama akun applikasi,232,2.0,0.6025,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['akun', 'bajak', 'sen', 'paket', 'ngirim', 'paket', 'nama', 'akun', 'aplikasi']"
